Pokemon Number,Pokemon Name,Pokemon Type 1,Pokemon Type 2,HP,Attack,Defense,Sp. Attack ,Sp. Defense,Speed,Base Stat Total,Experience Growth,Male %,Female %,Weight (kg),Height (meters),Generation ,Capture Rate,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
300,Skitty,Normal,,50,45,45,35,35,50,260,800000,24.6,75.4,11,0.6,3,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
301,Delcatty,Normal,,70,65,65,55,55,90,400,800000,24.6,75.4,32.6,1.1,3,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
302,Sableye,Dark,Ghost,50,75,75,65,65,50,380,1059860,50,50,11,0.5,3,45,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
303,Mawile,Steel,Fairy,50,85,85,55,55,50,380,800000,50,50,11.5,0.6,3,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
304,Aron,Steel,Rock,50,70,100,40,40,30,330,1250000,50,50,60,0.4,3,180,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,Steel,Rock,60,90,140,50,50,40,430,1250000,50,50,120,0.9,3,90,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,Steel,Rock,70,110,180,60,60,50,530,1250000,50,50,360,2.1,3,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
307,Meditite,Fighting,Psychic,30,40,55,40,55,60,280,1000000,50,50,11.2,0.6,3,180,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Medicham,Fighting,Psychic,60,60,75,60,75,80,410,1000000,50,50,31.5,1.3,3,90,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
309,Electrike,Electric,,40,45,40,65,40,65,295,1250000,50,50,15.2,0.6,3,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Manectric,Electric,,70,75,60,105,60,105,475,1250000,50,50,40.2,1.5,3,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
311,Plusle,Electric,,60,50,40,85,75,95,405,1000000,50,50,4.2,0.4,3,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
312,Minun,Electric,,60,40,50,75,85,95,405,1000000,50,50,4.2,0.4,3,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
313,Volbeat,Bug,,65,73,75,47,85,85,430,600000,100,0,17.7,0.7,3,150,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
314,Illumise,Bug,,65,47,75,73,85,85,430,1640000,0,0,17.7,0.6,3,150,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
315,Roselia,Grass,Poison,50,60,45,100,80,65,400,1059860,50,50,2,0.3,3,150,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
316,Gulpin,Poison,,70,43,53,43,53,40,302,1640000,50,50,10.3,0.4,3,225,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
317,Swalot,Poison,,100,73,83,73,83,55,467,1640000,50,50,80,1.7,3,75,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
318,Carvanha,Water,Dark,45,90,20,65,20,65,305,1250000,50,50,20.8,0.8,3,225,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,Water,Dark,70,120,40,95,40,95,460,1250000,50,50,88.8,1.8,3,60,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
320,Wailmer,Water,,130,70,35,70,35,60,400,1640000,50,50,130,2,3,125,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
321,Wailord,Water,,170,90,45,90,45,60,500,1640000,50,50,398,14.5,3,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
322,Numel,Fire,Ground,60,60,40,65,45,35,305,1000000,50,50,24,0.7,3,255,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Camerupt,Fire,Ground,70,100,70,105,75,40,460,1000000,50,50,220,1.9,3,150,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
324,Torkoal,Fire,,70,85,140,85,70,20,470,1000000,50,50,80.4,0.5,3,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
325,Spoink,Psychic,,60,25,35,70,80,60,330,800000,50,50,30.6,0.7,3,255,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
326,Grumpig,Psychic,,80,45,65,90,110,80,470,800000,50,50,71.5,0.9,3,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
327,Spinda,Normal,,60,60,60,60,60,60,360,800000,50,50,5,1.1,3,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
328,Trapinch,Ground,,45,100,45,45,45,10,290,1059860,50,50,15,0.7,3,255,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
329,Vibrava,Ground,Dragon,50,70,50,50,50,70,340,1059860,50,50,15.3,1.1,3,120,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
330,Flygon,Ground,Dragon,80,100,80,80,80,100,520,1059860,50,50,82,2,3,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
331,Cacnea,Grass,,50,85,40,85,40,35,335,1059860,50,50,51.3,0.4,3,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,Cacturne,Grass,Dark,70,115,60,115,60,55,475,1059860,50,50,77.4,1.3,3,60,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,Swablu,Normal,Flying,45,40,60,40,75,50,310,600000,50,50,1.2,0.4,3,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
334,Altaria,Dragon,Flying,75,70,90,70,105,80,490,600000,50,50,20.6,1.1,3,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
335,Zangoose,Normal,,73,115,60,60,60,90,458,600000,50,50,40.3,1.3,3,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
336,Seviper,Poison,,73,100,60,100,60,65,458,1640000,50,50,52.5,2.7,3,90,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
337,Lunatone,Rock,Psychic,90,55,65,95,85,70,460,800000,0,0,168,1,3,45,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
338,Solrock,Rock,Psychic,90,95,85,55,65,70,460,800000,0,0,154,1.2,3,45,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
339,Barboach,Water,Ground,50,48,43,46,41,60,288,1000000,50,50,1.9,0.4,3,190,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
340,Whiscash,Water,Ground,110,78,73,76,71,60,468,1000000,50,50,23.6,0.9,3,75,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
341,Corphish,Water,,43,80,65,50,35,35,308,1640000,50,50,11.5,0.6,3,205,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,Water,Dark,63,120,85,90,55,55,468,1640000,50,50,32.8,1.1,3,155,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
343,Baltoy,Ground,Psychic,40,40,55,40,70,55,300,1000000,0,0,21.5,0.5,3,255,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
344,Claydol,Ground,Psychic,60,70,105,70,120,75,500,1000000,0,0,108,1.5,3,90,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
345,Lileep,Rock,Grass,66,41,77,61,87,23,355,600000,88.1,11.9,23.8,1,3,45,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,Rock,Grass,86,81,97,81,107,43,495,600000,88.1,11.9,60.4,1.5,3,45,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,Rock,Bug,45,95,50,40,50,75,355,600000,88.1,11.9,12.5,0.7,3,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,Rock,Bug,75,125,100,70,80,45,495,600000,88.1,11.9,68.2,1.5,3,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
349,Feebas,Water,,20,15,20,10,55,80,200,600000,50,50,7.4,0.6,3,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
350,Milotic,Water,,95,60,79,100,125,81,540,600000,50,50,162,6.2,3,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform,Normal,,70,70,70,70,70,70,420,1000000,50,50,0.8,0.3,3,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
352,Kecleon,Normal,,60,90,70,60,120,40,440,1059860,50,50,22,1,3,200,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,Shuppet,Ghost,,44,75,35,63,33,45,295,800000,50,50,2.3,0.6,3,225,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Banette,Ghost,,64,115,65,83,63,65,455,800000,50,50,12.5,1.1,3,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
355,Duskull,Ghost,,20,40,90,30,90,25,295,800000,50,50,15,0.8,3,190,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
356,Dusclops,Ghost,,40,70,130,60,130,25,455,800000,50,50,30.6,1.6,3,90,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
357,Tropius,Grass,Flying,99,68,83,72,87,51,460,1250000,50,50,100,2,3,200,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
358,Chimecho,Psychic,,75,50,80,95,90,65,455,800000,50,50,1,0.6,3,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
359,Absol,Dark,,65,130,60,75,60,75,465,1059860,50,50,47,1.2,3,30,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
360,Wynaut,Psychic,,95,23,48,23,48,23,260,1000000,50,50,14,0.6,3,125,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
361,Snorunt,Ice,,50,50,50,50,50,50,300,1000000,50,50,16.8,0.7,3,190,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Glalie,Ice,,80,80,80,80,80,80,480,1000000,50,50,256.5,1.5,3,75,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
363,Spheal,Ice,Water,70,40,50,55,50,25,290,1059860,50,50,39.5,0.8,3,255,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
364,Sealeo,Ice,Water,90,60,70,75,70,45,410,1059860,50,50,87.6,1.1,3,120,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
365,Walrein,Ice,Water,110,80,90,95,90,65,530,1059860,50,50,150.6,1.4,3,45,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
366,Clamperl,Water,,35,64,85,74,55,32,345,600000,50,50,52.5,0.4,3,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
367,Huntail,Water,,55,104,105,94,75,52,485,600000,50,50,27,1.7,3,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
368,Gorebyss,Water,,55,84,105,114,75,52,485,600000,50,50,22.6,1.8,3,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
369,Relicanth,Water,Rock,100,90,130,45,65,55,485,1250000,88.1,11.9,23.4,1,3,25,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
370,Luvdisc,Water,,43,30,55,40,65,97,330,800000,24.6,75.4,8.7,0.6,3,225,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
371,Bagon,Dragon,,45,75,60,40,30,50,300,1250000,50,50,42.1,0.6,3,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
372,Shelgon,Dragon,,65,95,100,60,50,50,420,1250000,50,50,110.5,1.1,3,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
373,Salamence,Dragon,Flying,95,135,80,110,80,100,600,1250000,50,50,102.6,1.5,3,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
374,Beldum,Steel,Psychic,40,55,80,35,60,30,300,1250000,0,0,95.2,0.6,3,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
375,Metang,Steel,Psychic,60,75,100,55,80,50,420,1250000,0,0,202.5,1.2,3,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Metagross,Steel,Psychic,80,135,130,95,90,70,600,1250000,0,0,550,1.6,3,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
377,Regirock,Rock,,80,100,200,50,100,50,580,1250000,0,0,230,1.7,3,3,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,Ice,,80,50,100,100,200,50,580,1250000,0,0,175,1.8,3,3,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,Steel,,80,75,150,75,150,50,580,1250000,0,0,205,1.9,3,3,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
380,Latias,Dragon,Psychic,80,80,90,110,130,110,600,1250000,0,0,40,1.4,3,3,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
381,Latios,Dragon,Psychic,80,90,80,130,110,110,600,1250000,100,0,60,2,3,3,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
382,Kyogre,Water,,100,100,90,150,140,90,670,1250000,0,0,352,4.5,3,3,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
383,Groudon,Ground,,100,150,140,100,90,90,670,1250000,0,0,950,3.5,3,3,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,680,1250000,0,0,206.5,7,3,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
385,Jirachi,Steel,Psychic,100,100,100,100,100,100,600,1250000,0,0,1.1,0.3,3,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
386,Deoxys,Psychic,,50,150,50,150,50,150,600,1250000,0,0,60.8,1.7,3,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
387,Turtwig,Grass,,55,68,64,45,55,31,318,1059860,88.1,11.9,10.2,0.4,4,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
388,Grotle,Grass,,75,89,85,55,65,36,405,1059860,88.1,11.9,97,1.1,4,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
389,Torterra,Grass,Ground,95,109,105,75,85,56,525,1059860,88.1,11.9,310,2.2,4,45,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
390,Chimchar,Fire,,44,58,44,58,44,61,309,1059860,88.1,11.9,6.2,0.5,4,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
391,Monferno,Fire,Fighting,64,78,52,78,52,81,405,1059860,88.1,11.9,22,0.9,4,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
392,Infernape,Fire,Fighting,76,104,71,104,71,108,534,1059860,88.1,11.9,55,1.2,4,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
393,Piplup,Water,,53,51,53,61,56,40,314,1059860,88.1,11.9,5.2,0.4,4,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
394,Prinplup,Water,,64,66,68,81,76,50,405,1059860,88.1,11.9,23,0.8,4,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
395,Empoleon,Water,Steel,84,86,88,111,101,60,530,1059860,88.1,11.9,84.5,1.7,4,45,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
396,Starly,Normal,Flying,40,55,30,30,30,60,245,1059860,50,50,2,0.3,4,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
397,Staravia,Normal,Flying,55,75,50,40,40,80,340,1059860,50,50,15.5,0.6,4,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
398,Staraptor,Normal,Flying,85,120,70,50,60,100,485,1059860,50,50,24.9,1.2,4,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
399,Bidoof,Normal,,59,45,40,35,40,31,250,1000000,50,50,20,0.5,4,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
400,Bibarel,Normal,Water,79,85,60,55,60,71,410,1000000,50,50,31.5,1,4,127,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1
401,Kricketot,Bug,,37,25,41,25,41,25,194,1059860,50,50,2.2,0.3,4,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
402,Kricketune,Bug,,77,85,51,55,51,65,384,1059860,50,50,25.5,1,4,45,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
403,Shinx,Electric,,45,65,34,40,34,45,263,1059860,50,50,9.5,0.5,4,235,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
404,Luxio,Electric,,60,85,49,60,49,60,363,1059860,50,50,30.5,0.9,4,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
405,Luxray,Electric,,80,120,79,95,79,70,523,1059860,50,50,42,1.4,4,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
406,Budew,Grass,Poison,40,30,35,50,70,55,280,1059860,50,50,1.2,0.2,4,255,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
407,Roserade,Grass,Poison,60,70,65,125,105,90,515,1059860,50,50,14.5,0.9,4,75,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
408,Cranidos,Rock,,67,125,40,30,30,58,350,600000,88.1,11.9,31.5,0.9,4,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
409,Rampardos,Rock,,97,165,60,65,50,58,495,600000,88.1,11.9,102.5,1.6,4,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
410,Shieldon,Rock,Steel,30,42,118,42,88,30,350,600000,88.1,11.9,57,0.5,4,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
411,Bastiodon,Rock,Steel,60,52,168,47,138,30,495,600000,88.1,11.9,149.5,1.3,4,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
412,Burmy,Bug,,40,29,45,29,45,36,224,1000000,50,50,3.4,0.2,4,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
413,Wormadam,Bug,Grass,60,59,85,79,105,36,424,1000000,0,0,6.5,0.5,4,45,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
414,Mothim,Bug,Flying,70,94,50,94,50,66,424,1000000,100,0,23.3,0.9,4,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
415,Combee,Bug,Flying,30,30,42,30,42,70,244,1059860,88.1,11.9,5.5,0.3,4,120,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
416,Vespiquen,Bug,Flying,70,80,102,80,102,40,474,1059860,0,0,38.5,1.2,4,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
417,Pachirisu,Electric,,60,45,70,45,90,95,405,1000000,50,50,3.9,0.4,4,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
418,Buizel,Water,,55,65,35,60,30,85,330,1000000,50,50,29.5,0.7,4,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
419,Floatzel,Water,,85,105,55,85,50,115,495,1000000,50,50,33.5,1.1,4,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
420,Cherubi,Grass,,45,35,45,62,53,35,275,1000000,50,50,3.3,0.4,4,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
421,Cherrim,Grass,,70,60,70,87,78,85,450,1000000,50,50,9.3,0.5,4,75,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
422,Shellos,Water,,76,48,48,57,62,34,325,1000000,50,50,6.3,0.3,4,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
423,Gastrodon,Water,Ground,111,83,68,92,82,39,475,1000000,50,50,29.9,0.9,4,75,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
424,Ambipom,Normal,,75,100,66,60,66,115,482,800000,50,50,20.3,1.2,4,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,348,1640000,50,50,1.2,0.4,4,125,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,498,1640000,50,50,15,1.2,4,60,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
427,Buneary,Normal,,55,66,44,44,56,85,350,1000000,50,50,5.5,0.4,4,190,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
428,Lopunny,Normal,,65,76,84,54,96,105,480,1000000,50,50,33.3,1.2,4,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
429,Mismagius,Ghost,,60,60,60,105,105,105,495,800000,50,50,4.4,0.9,4,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,505,1059860,50,50,27.3,0.9,4,30,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
431,Glameow,Normal,,49,55,42,42,37,85,310,800000,24.6,75.4,3.9,0.5,4,190,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
432,Purugly,Normal,,71,82,64,64,59,112,452,800000,24.6,75.4,43.8,1,4,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
433,Chingling,Psychic,,45,30,50,65,50,45,285,800000,50,50,0.6,0.2,4,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
434,Stunky,Poison,Dark,63,63,47,41,41,74,329,1000000,50,50,19.2,0.4,4,225,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
435,Skuntank,Poison,Dark,103,93,67,71,61,84,479,1000000,50,50,38,1,4,60,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,300,1000000,0,0,60.5,0.5,4,255,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,500,1000000,0,0,187,1.3,4,90,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
438,Bonsly,Rock,,50,80,95,10,45,10,290,1000000,50,50,15,0.5,4,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
439,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,310,1000000,50,50,13,0.6,4,145,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
440,Happiny,Normal,,100,5,5,15,65,30,220,800000,0,0,24.4,0.6,4,130,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
441,Chatot,Normal,Flying,76,65,45,92,42,91,411,1059860,50,50,1.9,0.5,4,30,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,485,1000000,50,50,108,1,4,100,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
443,Gible,Dragon,Ground,58,70,45,40,45,42,300,1250000,50,50,20.5,0.7,4,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
444,Gabite,Dragon,Ground,68,90,65,50,55,82,410,1250000,50,50,56,1.4,4,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,600,1250000,50,50,95,1.9,4,45,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
446,Munchlax,Normal,,135,85,40,40,85,5,390,1250000,88.1,11.9,105,0.6,4,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
447,Riolu,Fighting,,40,70,40,35,40,60,285,1059860,88.1,11.9,20.2,0.7,4,75,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
448,Lucario,Fighting,Steel,70,110,70,115,70,90,525,1059860,88.1,11.9,54,1.2,4,45,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
449,Hippopotas,Ground,,68,72,78,38,42,32,330,1250000,50,50,49.5,0.8,4,140,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
450,Hippowdon,Ground,,108,112,118,68,72,47,525,1250000,50,50,300,2,4,60,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
